Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
EPHA7,P29320,Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1),ETK ETK1 HEK TYRO4,"FUNCTION: Receptor tyrosine kinase which binds promiscuously membrane-bound ephrin family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Highly promiscuous for ephrin-A ligands it binds preferentially EFNA5. Upon activation by EFNA5 regulates cell-cell adhesion, cytoskeletal organization and cell migration. Plays a role in cardiac cells migration and differentiation and regulates the formation of the atrioventricular canal and septum during development probably through activation by EFNA1. Involved in the retinotectal mapping of neurons. May also control the segregation but not the guidance of motor and sensory axons during neuromuscular circuit development. {ECO:0000269|PubMed:11870224}.","ACT_SITE 746; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; ephrin receptor activity [GO:0005003]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein tyrosine kinase collagen receptor activity [GO:0038062]; stem cell factor receptor activity [GO:0005020]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],"DISEASE: Colorectal cancer (CRC) [MIM:114500]: A complex disease characterized by malignant lesions arising from the inner wall of the large intestine (the colon) and the rectum. Genetic alterations are often associated with progression from premalignant lesion (adenoma) to invasive adenocarcinoma. Risk factors for cancer of the colon and rectum include colon polyps, long-standing ulcerative colitis, and genetic family history. {ECO:0000269|PubMed:12738854}. Note=The gene represented in this entry may be involved in disease pathogenesis.",CHEMBL4954;
EPHA7,P54760,Ephrin type-B receptor 4 (EC 2.7.10.1) (Hepatoma transmembrane kinase) (Tyrosine-protein kinase TYRO11),HTK MYK1 TYRO11,"FUNCTION: Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Together with its cognate ligand/functional ligand EFNB2 it is involved in the regulation of cell adhesion and migration, and plays a central role in heart morphogenesis, angiogenesis and blood vessel remodeling and permeability. EPHB4-mediated forward signaling controls cellular repulsion and segregation from EFNB2-expressing cells. {ECO:0000269|PubMed:12734395, ECO:0000269|PubMed:16424904, ECO:0000269|PubMed:27400125, ECO:0000269|PubMed:30578106}.","ACT_SITE 740; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; ephrin receptor activity [GO:0005003]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein tyrosine kinase collagen receptor activity [GO:0038062]; stem cell factor receptor activity [GO:0005020]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],"DISEASE: Lymphatic malformation 7 (LMPHM7) [MIM:617300]: A form of primary lymphedema, a disease characterized by swelling of body parts due to developmental anomalies and functional defects of the lymphatic system. Patients with lymphedema may suffer from recurrent local infections. LMPHM7 is an autosomal dominant form with variable expressivity. Some individuals present with severe non-immune hydrops fetalis, which may cause perinatal demise or fully resolve after the neonatal period. Others present with no edema and have milder clinical features, such as atrial septal defect or varicose veins as adults. {ECO:0000269|PubMed:27400125}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Capillary malformation-arteriovenous malformation 2 (CMAVM2) [MIM:618196]: An autosomal dominant disorder characterized by multiple, round to oval or more irregularly shaped macules that are pinkish red in color and are randomly distributed across the body. These capillary malformations are associated with either arteriovenous malformation, arteriovenous fistula, or Parkes Weber syndrome. {ECO:0000269|PubMed:28687708, ECO:0000269|PubMed:28730721, ECO:0000269|PubMed:29444212, ECO:0000269|PubMed:30578106}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL5147;
EPHA7,P29323,Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2],DRT EPHT3 EPTH3 ERK HEK5 TYRO5,"FUNCTION: Receptor tyrosine kinase which binds promiscuously transmembrane ephrin-B family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Functions in axon guidance during development. Involved in the guidance of commissural axons, that form a major interhemispheric connection between the 2 temporal lobes of the cerebral cortex. Also involved in guidance of contralateral inner ear efferent growth cones at the midline and of retinal ganglion cell axons to the optic disk. In addition to axon guidance, also regulates dendritic spines development and maturation and stimulates the formation of excitatory synapses. Upon activation by EFNB1, abolishes the ARHGEF15-mediated negative regulation on excitatory synapse formation. Controls other aspects of development including angiogenesis, palate development and in inner ear development through regulation of endolymph production. Forward and reverse signaling through the EFNB2/EPHB2 complex regulate movement and adhesion of cells that tubularize the urethra and septate the cloaca. May function as a tumor suppressor. May be involved in the regulation of platelet activation and blood coagulation (PubMed:30213874). {ECO:0000269|PubMed:15300251, ECO:0000269|PubMed:30213874}.","ACT_SITE 746; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,amyloid-beta binding [GO:0001540]; ATP binding [GO:0005524]; axon guidance receptor activity [GO:0008046]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; identical protein binding [GO:0042802]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein tyrosine kinase activity [GO:0004713]; protein tyrosine kinase collagen receptor activity [GO:0038062]; protein-containing complex binding [GO:0044877]; signaling receptor binding [GO:0005102]; stem cell factor receptor activity [GO:0005020]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],"DISEASE: Prostate cancer (PC) [MIM:176807]: A malignancy originating in tissues of the prostate. Most prostate cancers are adenocarcinomas that develop in the acini of the prostatic ducts. Other rare histopathologic types of prostate cancer that occur in approximately 5% of patients include small cell carcinoma, mucinous carcinoma, prostatic ductal carcinoma, transitional cell carcinoma, squamous cell carcinoma, basal cell carcinoma, adenoid cystic carcinoma (basaloid), signet-ring cell carcinoma and neuroendocrine carcinoma. {ECO:0000269|PubMed:15300251, ECO:0000269|PubMed:16155194}. Note=The gene represented in this entry may be involved in disease pathogenesis. EPHB2 mutations have been found in a prostate cancer cell line derived from a brain metastasis.; DISEASE: Bleeding disorder, platelet-type, 22 (BDPLT22) [MIM:618462]: An autosomal recessive disorder characterized by increased bleeding tendency due to platelet dysfunction. Clinical features include epistaxis, hematomas, bleeding after minor injuries, and menorrhagia. {ECO:0000269|PubMed:30213874}. Note=The disease may be caused by variants affecting the gene represented in this entry.",CHEMBL3290;
EPHA7,P07333,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115),FMS,"FUNCTION: Tyrosine-protein kinase that acts as a cell-surface receptor for CSF1 and IL34 and plays an essential role in the regulation of survival, proliferation and differentiation of hematopoietic precursor cells, especially mononuclear phagocytes, such as macrophages and monocytes. Promotes the release of pro-inflammatory chemokines in response to IL34 and CSF1, and thereby plays an important role in innate immunity and in inflammatory processes. Plays an important role in the regulation of osteoclast proliferation and differentiation, the regulation of bone resorption, and is required for normal bone and tooth development. Required for normal male and female fertility, and for normal development of milk ducts and acinar structures in the mammary gland during pregnancy. Promotes reorganization of the actin cytoskeleton, regulates formation of membrane ruffles, cell adhesion and cell migration, and promotes cancer cell invasion. Activates several signaling pathways in response to ligand binding, including the ERK1/2 and the JNK pathway (PubMed:20504948, PubMed:30982609). Phosphorylates PIK3R1, PLCG2, GRB2, SLA2 and CBL. Activation of PLCG2 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate, that then lead to the activation of protein kinase C family members, especially PRKCD. Phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase, leads to activation of the AKT1 signaling pathway. Activated CSF1R also mediates activation of the MAP kinases MAPK1/ERK2 and/or MAPK3/ERK1, and of the SRC family kinases SRC, FYN and YES1. Activated CSF1R transmits signals both via proteins that directly interact with phosphorylated tyrosine residues in its intracellular domain, or via adapter proteins, such as GRB2. Promotes activation of STAT family members STAT3, STAT5A and/or STAT5B. Promotes tyrosine phosphorylation of SHC1 and INPP5D/SHIP-1. Receptor signaling is down-regulated by protein phosphatases, such as INPP5D/SHIP-1, that dephosphorylate the receptor and its downstream effectors, and by rapid internalization of the activated receptor. In the central nervous system, may play a role in the development of microglia macrophages (PubMed:30982608). {ECO:0000269|PubMed:12882960, ECO:0000269|PubMed:15117969, ECO:0000269|PubMed:16170366, ECO:0000269|PubMed:16337366, ECO:0000269|PubMed:16648572, ECO:0000269|PubMed:17121910, ECO:0000269|PubMed:18467591, ECO:0000269|PubMed:18814279, ECO:0000269|PubMed:19193011, ECO:0000269|PubMed:19934330, ECO:0000269|PubMed:20489731, ECO:0000269|PubMed:20504948, ECO:0000269|PubMed:20829061, ECO:0000269|PubMed:30982608, ECO:0000269|PubMed:30982609, ECO:0000269|PubMed:7683918}.","ACT_SITE 778; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; cytokine binding [GO:0019955]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; growth factor binding [GO:0019838]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein homodimerization activity [GO:0042803]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activity [GO:0004713]; protein tyrosine kinase collagen receptor activity [GO:0038062]; stem cell factor receptor activity [GO:0005020]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021],"DISEASE: Note=Aberrant expression of CSF1 or CSF1R can promote cancer cell proliferation, invasion and formation of metastases. Overexpression of CSF1 or CSF1R is observed in a significant percentage of breast, ovarian, prostate, and endometrial cancers.; DISEASE: Note=Aberrant expression of CSF1 or CSF1R may play a role in inflammatory diseases, such as rheumatoid arthritis, glomerulonephritis, atherosclerosis, and allograft rejection.; DISEASE: Leukoencephalopathy, hereditary diffuse, with spheroids 1 (HDLS1) [MIM:221820]: An autosomal dominant adult-onset rapidly progressive neurodegenerative disorder characterized by variable behavioral, cognitive, and motor changes. Patients often die of dementia within 6 years of onset. Brain imaging shows patchy abnormalities in the cerebral white matter, predominantly affecting the frontal and parietal lobes. {ECO:0000269|PubMed:22197934, ECO:0000269|PubMed:23408870, ECO:0000269|PubMed:24336230, ECO:0000269|PubMed:24532199}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Brain abnormalities, neurodegeneration, and dysosteosclerosis (BANDDOS) [MIM:618476]: An autosomal recessive disease with variable manifestations. Main features are brain malformations with calcifying leukoencephalopathy, progressive neurodegeneration, and bone sclerotic features. The age at onset ranges from infancy to early adulthood. Neurologic features include loss of previous motor and language skills, cognitive impairment, spasticity, and focal seizures. Brain imaging shows periventricular white matter abnormalities and calcifications, large cisterna magna or Dandy-Walker malformation, and sometimes agenesis of the corpus callosum. {ECO:0000269|PubMed:30982608, ECO:0000269|PubMed:30982609}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL1844;
EPHA7,P29317,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK),ECK,"FUNCTION: Receptor tyrosine kinase which binds promiscuously membrane-bound ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Activated by the ligand ephrin-A1/EFNA1 regulates migration, integrin-mediated adhesion, proliferation and differentiation of cells. Regulates cell adhesion and differentiation through DSG1/desmoglein-1 and inhibition of the ERK1/ERK2 (MAPK3/MAPK1, respectively) signaling pathway. May also participate in UV radiation-induced apoptosis and have a ligand-independent stimulatory effect on chemotactic cell migration. During development, may function in distinctive aspects of pattern formation and subsequently in development of several fetal tissues. Involved for instance in angiogenesis, in early hindbrain development and epithelial proliferation and branching morphogenesis during mammary gland development. Engaged by the ligand ephrin-A5/EFNA5 may regulate lens fiber cells shape and interactions and be important for lens transparency development and maintenance. With ephrin-A2/EFNA2 may play a role in bone remodeling through regulation of osteoclastogenesis and osteoblastogenesis. {ECO:0000269|PubMed:10655584, ECO:0000269|PubMed:16236711, ECO:0000269|PubMed:18339848, ECO:0000269|PubMed:19573808, ECO:0000269|PubMed:20679435, ECO:0000269|PubMed:20861311, ECO:0000269|PubMed:23358419, ECO:0000269|PubMed:26158630, ECO:0000269|PubMed:27385333}.; FUNCTION: (Microbial infection) Acts as a receptor for hepatitis C virus (HCV) in hepatocytes and facilitates its cell entry. Mediates HCV entry by promoting the formation of the CD81-CLDN1 receptor complexes that are essential for HCV entry and by enhancing membrane fusion of cells expressing HCV envelope glycoproteins. {ECO:0000269|PubMed:21516087}.; FUNCTION: Acts as a receptor for human cytomegalovirus (HCMV) to mediate viral entry and fusion in glioblastoma cells. {ECO:0000269|PubMed:37146061}.","ACT_SITE 739; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; boss receptor activity [GO:0008288]; brain-derived neurotrophic factor receptor activity [GO:0060175]; cadherin binding [GO:0045296]; epidermal growth factor receptor activity [GO:0005006]; fibroblast growth factor receptor activity [GO:0005007]; GPI-linked ephrin receptor activity [GO:0005004]; growth factor binding [GO:0019838]; hepatocyte growth factor receptor activity [GO:0005008]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; insulin receptor activity [GO:0005009]; insulin-like growth factor receptor activity [GO:0005010]; macrophage colony-stimulating factor receptor activity [GO:0005011]; molecular function activator activity [GO:0140677]; placental growth factor receptor activity [GO:0036332]; platelet-derived growth factor alpha-receptor activity [GO:0005018]; platelet-derived growth factor beta-receptor activity [GO:0005019]; protein tyrosine kinase collagen receptor activity [GO:0038062]; stem cell factor receptor activity [GO:0005020]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; transmembrane-ephrin receptor activity [GO:0005005]; vascular endothelial growth factor receptor activity [GO:0005021]; virus receptor activity [GO:0001618],"DISEASE: Cataract 6, multiple types (CTRCT6) [MIM:116600]: An opacification of the crystalline lens of the eye that frequently results in visual impairment or blindness. Opacities vary in morphology, are often confined to a portion of the lens, and may be static or progressive. CTRCT6 includes posterior polar and age-related cortical cataracts, among others. Posterior polar cataract is a subcapsular opacity, usually disk-shaped, located at the back of the lens. Age-related cortical cataract is a developmental punctate opacity restricted to the cortex. The cataract is white or cerulean, increases in number with age, but rarely affects vision. {ECO:0000269|PubMed:19005574, ECO:0000269|PubMed:19306328, ECO:0000269|PubMed:19649315, ECO:0000269|PubMed:22570727}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=Overexpressed in several cancer types and promotes malignancy. {ECO:0000269|PubMed:19573808}.",CHEMBL2068;
EPHA7,Q9NRD5,PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein),PRKCABP,"FUNCTION: Probable adapter protein that bind to and organize the subcellular localization of a variety of membrane proteins containing some PDZ recognition sequence. Involved in the clustering of various receptors, possibly by acting at the receptor internalization level. Plays a role in synaptic plasticity by regulating the trafficking and internalization of AMPA receptors. May be regulated upon PRKCA activation. May regulate ASIC1/ASIC3 channel. Regulates actin polymerization by inhibiting the actin-nucleating activity of the Arp2/3 complex; the function is competitive with nucleation promoting factors and is linked to neuronal morphology regulation and AMPA receptor (AMPAR) endocytosis. Via interaction with the Arp2/3 complex involved in regulation of synaptic plasicity of excitatory synapses and required for spine shrinkage during long-term depression (LTD). Involved in regulation of astrocyte morphology, antagonistic to Arp2/3 complex activator WASL/N-WASP function. {ECO:0000269|PubMed:20403402}.",,,actin filament binding [GO:0051015]; Arp2/3 complex binding [GO:0071933]; G protein-coupled receptor binding [GO:0001664]; identical protein binding [GO:0042802]; membrane curvature sensor activity [GO:0140090]; metal ion binding [GO:0046872]; phospholipid binding [GO:0005543]; protein domain specific binding [GO:0019904]; protein kinase C binding [GO:0005080]; signaling receptor binding [GO:0005102],,
EPHA7,Q5TGI4,Sterile alpha motif domain-containing protein 5 (SAM domain-containing protein 5),SAMDC1,,,,,,
EPHA7,A0A7P0TBL4,receptor protein-tyrosine kinase (EC 2.7.10.1),,,,,ATP binding [GO:0005524]; ephrin receptor activity [GO:0005003],,
EPHA7,A0A7P0TA58,receptor protein-tyrosine kinase (EC 2.7.10.1),,,"ACT_SITE 682; /note=""Proton acceptor""; /evidence=""ECO:0000256|PIRSR:PIRSR000666-1""",,ATP binding [GO:0005524]; ephrin receptor activity [GO:0005003],,
EPHA7,L8EAA4,Alternative protein EPHA7,,,,,,,
EPHA7,A0A7P0TB85,EPH receptor A7,,,,,ATP binding [GO:0005524]; ephrin receptor activity [GO:0005003],,
EPHA7,A0A7P0T9G1,EPH receptor A7,,,,,ATP binding [GO:0005524]; ephrin receptor activity [GO:0005003],,
EPHA7,A0A7P0T9L5,EPH receptor A7,,,,,ATP binding [GO:0005524]; ephrin receptor activity [GO:0005003],,
EPHA7,A0A7P0T9V9,EPH receptor A7,,,,,ATP binding [GO:0005524]; ephrin receptor activity [GO:0005003],,
EPHA7,F6V107,PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein),,"FUNCTION: Probable adapter protein that bind to and organize the subcellular localization of a variety of membrane proteins containing some PDZ recognition sequence. Involved in the clustering of various receptors, possibly by acting at the receptor internalization level. Plays a role in synaptic plasticity by regulating the trafficking and internalization of AMPA receptors. May be regulated upon PRKCA activation. May regulate ASIC1/ASIC3 channel. Regulates actin polymerization by inhibiting the actin-nucleating activity of the Arp2/3 complex; the function is competitive with nucleation promoting factors and is linked to neuronal morphology regulation and AMPA receptor (AMPAR) endocytosis. Via interaction with the Arp2/3 complex involved in regulation of synaptic plasicity of excitatory synapses and required for spine shrinkage during long-term depression (LTD). Involved in regulation of astrocyte morphology, antagonistic to Arp2/3 complex activator WASL/N-WASP function. {ECO:0000256|ARBA:ARBA00033721}.",,,actin binding [GO:0003779]; protein domain specific binding [GO:0019904],,
EPHA7,B3KM22,PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein),,"FUNCTION: Probable adapter protein that bind to and organize the subcellular localization of a variety of membrane proteins containing some PDZ recognition sequence. Involved in the clustering of various receptors, possibly by acting at the receptor internalization level. Plays a role in synaptic plasticity by regulating the trafficking and internalization of AMPA receptors. May be regulated upon PRKCA activation. May regulate ASIC1/ASIC3 channel. Regulates actin polymerization by inhibiting the actin-nucleating activity of the Arp2/3 complex; the function is competitive with nucleation promoting factors and is linked to neuronal morphology regulation and AMPA receptor (AMPAR) endocytosis. Via interaction with the Arp2/3 complex involved in regulation of synaptic plasicity of excitatory synapses and required for spine shrinkage during long-term depression (LTD). Involved in regulation of astrocyte morphology, antagonistic to Arp2/3 complex activator WASL/N-WASP function. {ECO:0000256|ARBA:ARBA00033721}.",,,actin binding [GO:0003779]; kinase activity [GO:0016301]; protein domain specific binding [GO:0019904],,
EPHA7,Q53HE0,PRKCA-binding protein (Protein interacting with C kinase 1) (Protein kinase C-alpha-binding protein),,"FUNCTION: Probable adapter protein that bind to and organize the subcellular localization of a variety of membrane proteins containing some PDZ recognition sequence. Involved in the clustering of various receptors, possibly by acting at the receptor internalization level. Plays a role in synaptic plasticity by regulating the trafficking and internalization of AMPA receptors. May be regulated upon PRKCA activation. May regulate ASIC1/ASIC3 channel. Regulates actin polymerization by inhibiting the actin-nucleating activity of the Arp2/3 complex; the function is competitive with nucleation promoting factors and is linked to neuronal morphology regulation and AMPA receptor (AMPAR) endocytosis. Via interaction with the Arp2/3 complex involved in regulation of synaptic plasicity of excitatory synapses and required for spine shrinkage during long-term depression (LTD). Involved in regulation of astrocyte morphology, antagonistic to Arp2/3 complex activator WASL/N-WASP function. {ECO:0000256|ARBA:ARBA00033721}.",,,actin binding [GO:0003779]; kinase activity [GO:0016301]; protein domain specific binding [GO:0019904],,
EPHA7,B2R7U1,Ephrin-A1,,"FUNCTION: Cell surface GPI-bound ligand for Eph receptors, a family of receptor tyrosine kinases which are crucial for migration, repulsion and adhesion during neuronal, vascular and epithelial development. Binds promiscuously Eph receptors residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. Plays an important role in angiogenesis and tumor neovascularization. The recruitment of VAV2, VAV3 and PI3-kinase p85 subunit by phosphorylated EPHA2 is critical for EFNA1-induced RAC1 GTPase activation and vascular endothelial cell migration and assembly. Exerts anti-oncogenic effects in tumor cells through activation and down-regulation of EPHA2. Activates EPHA2 by inducing tyrosine phosphorylation which leads to its internalization and degradation. Acts as a negative regulator in the tumorigenesis of gliomas by down-regulating EPHA2 and FAK. Can evoke collapse of embryonic neuronal growth cone and regulates dendritic spine morphogenesis. {ECO:0000256|ARBA:ARBA00037186}.",,,ephrin receptor binding [GO:0046875],,
TOX,O94900,Thymocyte selection-associated high mobility group box protein TOX (Thymus high mobility group box protein TOX),KIAA0808,"FUNCTION: Transcriptional regulator with a major role in neural stem cell commitment and corticogenesis as well as in lymphoid cell development and lymphoid tissue organogenesis (By similarity). Binds to GC-rich DNA sequences in the proximity of transcription start sites and may alter chromatin structure, modifying access of transcription factors to DNA. During cortical development, controls the neural stem cell pool by inhibiting the switch from proliferative to differentiating progenitors. Beyond progenitor cells, promotes neurite outgrowth in newborn neurons migrating to reach the cortical plate. May activate or repress critical genes for neural stem cell fate such as SOX2, EOMES and ROBO2 (By similarity). Plays an essential role in the development of lymphoid tissue-inducer (LTi) cells, a subset necessary for the formation of secondary lymphoid organs: peripheral lymph nodes and Peyer's patches. Acts as a developmental checkpoint and regulates thymocyte positive selection toward T cell lineage commitment. Required for the development of various T cell subsets, including CD4-positive helper T cells, CD8-positive cytotoxic T cells, regulatory T cells and CD1D-dependent natural killer T (NKT) cells. Required for the differentiation of common lymphoid progenitors (CMP) to innate lymphoid cells (ILC) (By similarity). May regulate the NOTCH-mediated gene program, promoting differentiation of the ILC lineage. Required at the progenitor phase of NK cell development in the bone marrow to specify NK cell lineage commitment (By similarity) (PubMed:21126536). Upon chronic antigen stimulation, diverts T cell development by promoting the generation of exhaustive T cells, while suppressing effector and memory T cell programming. May regulate the expression of genes encoding inhibitory receptors such as PDCD1 and induce the exhaustion program, to prevent the overstimulation of T cells and activation-induced cell death (By similarity). {ECO:0000250|UniProtKB:Q66JW3, ECO:0000269|PubMed:21126536}.",,,chromatin DNA binding [GO:0031490],,
TOX,O15405,TOX high mobility group box family member 3 (CAG trinucleotide repeat-containing gene F9 protein) (Trinucleotide repeat-containing gene 9 protein),CAGF9 TNRC9,FUNCTION: Transcriptional coactivator of the p300/CBP-mediated transcription complex. Activates transactivation through cAMP response element (CRE) sites. Protects against cell death by inducing antiapoptotic and repressing pro-apoptotic transcripts. Stimulates transcription from the estrogen-responsive or BCL-2 promoters. Required for depolarization-induced transcription activation of the C-FOS promoter in neurons. Associates with chromatin to the estrogen-responsive C3 promoter region. {ECO:0000269|PubMed:21172805}.,,,chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; phosphoprotein binding [GO:0051219]; protein homodimerization activity [GO:0042803]; transcription coactivator activity [GO:0003713],,
TOX,O94842,TOX high mobility group box family member 4 (Epidermal Langerhans cell protein LCP1),C14orf92 KIAA0737,"FUNCTION: Transcription factor that modulates cell fate reprogramming from the somatic state to the pluripotent and neuronal fate (By similarity). Component of the PTW/PP1 phosphatase complex, which plays a role in the control of chromatin structure and cell cycle progression during the transition from mitosis into interphase (PubMed:20516061). In liver, controls the expression of hormone-regulated gluconeogenic genes such as G6PC1 and PCK1. This regulation is independent of the insulin receptor activation (By similarity). {ECO:0000250|UniProtKB:Q8BU11, ECO:0000269|PubMed:20516061}.",,,chromatin DNA binding [GO:0031490],,
TOX,Q96NM4,TOX high mobility group box family member 2 (Granulosa cell HMG box protein 1) (GCX-1),C20orf100 GCX1,FUNCTION: Putative transcriptional activator involved in the hypothalamo-pituitary-gonadal system.,,,chromatin DNA binding [GO:0031490]; transcription coactivator activity [GO:0003713],,
