Gene,Entry,Protein names,Gene Names (synonym),Function [CC],Active site,Pathway,Gene Ontology (molecular function),Involvement in disease,ChEMBL
CCR5,P16619,C-C motif chemokine 3-like 1 (G0/G1 switch regulatory protein 19-2) (LD78-beta(1-70)) (PAT 464.2) (Small-inducible cytokine A3-like 1) (Tonsillar lymphocyte LD78 beta protein) [Cleaved into: LD78-beta(3-70); LD78-beta(5-70)],D17S1718 G0S19-2 SCYA3L1; ,"FUNCTION: Chemotactic for lymphocytes and monocytes. Is a ligand for CCR1, CCR3 and CCR5. Is an inhibitor of HIV-1-infection. The processed form LD78-beta(3-70) shows a 20-fold to 30-fold higher chemotactic activity and is a very potent inhibitor of HIV-1-infection. LD78-beta(3-70) is also a ligand for CCR1, CCR3 and CCR5. {ECO:0000269|PubMed:10961862, ECO:0000269|PubMed:11449371}.",,,CCR chemokine receptor binding [GO:0048020]; chemokine activity [GO:0008009],,
CCR5,P10147,C-C motif chemokine 3 (G0/G1 switch regulatory protein 19-1) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (PAT 464.1) (SIS-beta) (Small-inducible cytokine A3) (Tonsillar lymphocyte LD78 alpha protein) [Cleaved into: MIP-1-alpha(4-69) (LD78-alpha(4-69))],G0S19-1 MIP1A SCYA3,"FUNCTION: Monokine with inflammatory and chemokinetic properties. Binds to CCR1, CCR4 and CCR5. One of the major HIV-suppressive factors produced by CD8+ T-cells. Recombinant MIP-1-alpha induces a dose-dependent inhibition of different strains of HIV-1, HIV-2, and simian immunodeficiency virus (SIV). {ECO:0000269|PubMed:15905581, ECO:0000269|PubMed:8525373}.",,,CCR chemokine receptor binding [GO:0048020]; CCR1 chemokine receptor binding [GO:0031726]; CCR5 chemokine receptor binding [GO:0031730]; chemoattractant activity [GO:0042056]; chemokine activity [GO:0008009]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; phospholipase activator activity [GO:0016004]; protein kinase activity [GO:0004672],,
CCR5,P13501,C-C motif chemokine 5 (EoCP) (Eosinophil chemotactic cytokine) (SIS-delta) (Small-inducible cytokine A5) (T cell-specific protein P228) (TCP228) (T-cell-specific protein RANTES) [Cleaved into: RANTES(3-68); RANTES(4-68)],D17S136E SCYA5,"FUNCTION: Chemoattractant for blood monocytes, memory T-helper cells and eosinophils. Causes the release of histamine from basophils and activates eosinophils. May activate several chemokine receptors including CCR1, CCR3, CCR4 and CCR5. One of the major HIV-suppressive factors produced by CD8+ T-cells. Recombinant RANTES protein induces a dose-dependent inhibition of different strains of HIV-1, HIV-2, and simian immunodeficiency virus (SIV). The processed form RANTES(3-68) acts as a natural chemotaxis inhibitor and is a more potent inhibitor of HIV-1-infection. The second processed form RANTES(4-68) exhibits reduced chemotactic and HIV-suppressive activity compared with RANTES(1-68) and RANTES(3-68) (PubMed:1380064, PubMed:15923218, PubMed:16791620, PubMed:8525373, PubMed:9516414). May also be an agonist of the G protein-coupled receptor GPR75, stimulating inositol trisphosphate production and calcium mobilization through its activation. Together with GPR75, may play a role in neuron survival through activation of a downstream signaling pathway involving the PI3, Akt and MAP kinases. By activating GPR75 may also play a role in insulin secretion by islet cells (PubMed:23979485). {ECO:0000269|PubMed:1380064, ECO:0000269|PubMed:15923218, ECO:0000269|PubMed:16791620, ECO:0000269|PubMed:17001303, ECO:0000269|PubMed:23979485, ECO:0000269|PubMed:8525373, ECO:0000269|PubMed:9516414}.",,,CCR chemokine receptor binding [GO:0048020]; CCR1 chemokine receptor binding [GO:0031726]; CCR4 chemokine receptor binding [GO:0031729]; CCR5 chemokine receptor binding [GO:0031730]; chemoattractant activity [GO:0042056]; chemokine activity [GO:0008009]; chemokine receptor antagonist activity [GO:0046817]; chemokine receptor binding [GO:0042379]; identical protein binding [GO:0042802]; phosphatidylinositol phospholipase C activity [GO:0004435]; phospholipase activator activity [GO:0016004]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; receptor signaling protein tyrosine kinase activator activity [GO:0030298],,CHEMBL1275217;
CCR5,P48681,Nestin,,"FUNCTION: Required for brain and eye development. Promotes the disassembly of phosphorylated vimentin intermediate filaments (IF) during mitosis and may play a role in the trafficking and distribution of IF proteins and other cellular factors to daughter cells during progenitor cell division. Required for survival, renewal and mitogen-stimulated proliferation of neural progenitor cells (By similarity). {ECO:0000250}.",,,CCR5 chemokine receptor binding [GO:0031730]; intermediate filament binding [GO:0019215],,
CCR5,Q16627,C-C motif chemokine 14 (Chemokine CC-1/CC-3) (HCC-1/HCC-3) (HCC-1(1-74)) (NCC-2) (Small-inducible cytokine A14) [Cleaved into: HCC-1(3-74); HCC-1(4-74); HCC-1(9-74)],NCC2 SCYA14,"FUNCTION: Has weak activities on human monocytes and acts via receptors that also recognize MIP-1 alpha. It induces intracellular Ca(2+) changes and enzyme release, but no chemotaxis, at concentrations of 100-1,000 nM, and is inactive on T-lymphocytes, neutrophils, and eosinophil leukocytes. Enhances the proliferation of CD34 myeloid progenitor cells. The processed form HCC-1(9-74) is a chemotactic factor that attracts monocytes, eosinophils, and T-cells and is a ligand for CCR1, CCR3 and CCR5. {ECO:0000269|PubMed:11085751}.",,,CCR chemokine receptor binding [GO:0048020]; chemokine activity [GO:0008009],,
CCR5,O75594,Peptidoglycan recognition protein 1 (Peptidoglycan recognition protein short) (PGRP-S),PGLYRP PGRP TNFSF3L,"FUNCTION: Innate immunity protein that plays several important functions in antimicrobial and antitumor defense systems. Acts as a pattern receptor that binds to murein peptidoglycans (PGN) of Gram-positive bacteria and thus provides bactericidal activity (PubMed:9707603). Forms an equimolar complex with heat shock protein HSPA1A and induces programmed cell death through apoptosis and necroptosis in tumor cell lines by activating the TNFR1 receptor on the target cell membrane (PubMed:21247889, PubMed:26183779). In addition, acts in complex with the Ca(2+)-binding protein S100A4 as a chemoattractant able to induce lymphocyte movement (PubMed:26654597). Mechanistically, this complex acts as a ligand of the chemotactic receptors CCR5 and CXCR3 which are present on the cells of the immune system (PubMed:30713770). Promotes also the activation of lymphocytes that become able to kill virus-infected cells as well as tumor cells by modulating the spectrum of their target-cell specificity (PubMed:28977785, PubMed:29083508). Induction of cytotoxicity on monocyte surface requires interaction with TREM1 receptor (PubMed:25595774, PubMed:28977785). {ECO:0000269|PubMed:21247889, ECO:0000269|PubMed:25595774, ECO:0000269|PubMed:26183779, ECO:0000269|PubMed:26654597, ECO:0000269|PubMed:28977785, ECO:0000269|PubMed:29083508, ECO:0000269|PubMed:30713770, ECO:0000269|PubMed:9707603}.",,,Hsp70 protein binding [GO:0030544]; molecular adaptor activity [GO:0060090]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan binding [GO:0042834]; peptidoglycan immune receptor activity [GO:0016019]; receptor ligand activity [GO:0048018]; zinc ion binding [GO:0008270],,
CCR5,Q92583,C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine),SCYA17 TARC,"FUNCTION: Chemokine, which displays chemotactic activity for T lymphocytes, preferentially Th2 cells, but not monocytes or granulocytes. Therefore plays an important role in a wide range of inflammatory and immunological processes (PubMed:8702936, PubMed:9169480). Acts by binding to CCR4 at T-cell surface (PubMed:10540332, PubMed:9169480). Mediates GM-CSF/CSF2-driven pain and inflammation (PubMed:27525438). In the brain, required to maintain the typical, highly branched morphology of hippocampal microglia under homeostatic conditions. May be important for the appropriate adaptation of microglial morphology and synaptic plasticity to acute lipopolysaccharide (LPS)-induced neuroinflammation (By similarity). Plays a role in wound healing, mainly by inducing fibroblast migration into the wound (By similarity). {ECO:0000250|UniProtKB:Q9WUZ6, ECO:0000269|PubMed:10540332, ECO:0000269|PubMed:27525438, ECO:0000269|PubMed:8702936, ECO:0000269|PubMed:9169480}.",,,CCR chemokine receptor binding [GO:0048020]; chemokine activity [GO:0008009]; signaling receptor binding [GO:0005102],,CHEMBL4295915;
CCR5,P54849,Epithelial membrane protein 1 (EMP-1) (CL-20) (Protein B4B) (Tumor-associated membrane protein),B4B TMP,,,,,,
CCR5,Q16570,Atypical chemokine receptor 1 (Duffy antigen/chemokine receptor) (Fy glycoprotein) (GpFy) (Glycoprotein D) (Plasmodium vivax receptor) (CD antigen CD234),DARC FY GPD,"FUNCTION: Atypical chemokine receptor that controls chemokine levels and localization via high-affinity chemokine binding that is uncoupled from classic ligand-driven signal transduction cascades, resulting instead in chemokine sequestration, degradation, or transcytosis. Also known as interceptor (internalizing receptor) or chemokine-scavenging receptor or chemokine decoy receptor. Has a promiscuous chemokine-binding profile, interacting with inflammatory chemokines of both the CXC and the CC subfamilies but not with homeostatic chemokines. Acts as a receptor for chemokines including CCL2, CCL5, CCL7, CCL11, CCL13, CCL14, CCL17, CXCL5, CXCL6, IL8/CXCL8, CXCL11, GRO, RANTES, MCP-1, TARC and also for the malaria parasites P.vivax and P.knowlesi. May regulate chemokine bioavailability and, consequently, leukocyte recruitment through two distinct mechanisms: when expressed in endothelial cells, it sustains the abluminal to luminal transcytosis of tissue-derived chemokines and their subsequent presentation to circulating leukocytes; when expressed in erythrocytes, serves as blood reservoir of cognate chemokines but also as a chemokine sink, buffering potential surges in plasma chemokine levels.",,,C-C chemokine binding [GO:0019957]; G protein-coupled receptor activity [GO:0004930]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888],,CHEMBL2321626;
CCR5,P41597,C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R) (CD antigen CD192),CMKBR2,"FUNCTION: Key functional receptor for CCL2 but can also bind CCL7, and CCL12 (PubMed:23408426, PubMed:38157855, PubMed:8048929, PubMed:8146186). Also transduces signaling mediated by CCL13 (PubMed:38157855). Its binding with CCL2 on monocytes and macrophages mediates chemotaxis and migration induction through the activation of the PI3K cascade, the small G protein Rac and lamellipodium protrusion (PubMed:38157855). Also acts as a receptor for the beta-defensin DEFB106A/DEFB106B (PubMed:23938203). Regulates the expression of T-cell inflammatory cytokines and T-cell differentiation, promoting the differentiation of T-cells into T-helper 17 cells (Th17) during inflammation (By similarity). Facilitates the export of mature thymocytes by enhancing directional movement of thymocytes to sphingosine-1-phosphate stimulation and up-regulation of S1P1R expression; signals through the JAK-STAT pathway to regulate FOXO1 activity leading to an increased expression of S1P1R (By similarity). Plays an important role in mediating peripheral nerve injury-induced neuropathic pain (By similarity). Increases NMDA-mediated synaptic transmission in both dopamine D1 and D2 receptor-containing neurons, which may be caused by MAPK/ERK-dependent phosphorylation of GRIN2B/NMDAR2B (By similarity). Mediates the recruitment of macrophages and monocytes to the injury site following brain injury (By similarity). {ECO:0000250|UniProtKB:P51683, ECO:0000269|PubMed:23408426, ECO:0000269|PubMed:23938203, ECO:0000269|PubMed:38157855, ECO:0000269|PubMed:8048929, ECO:0000269|PubMed:8146186, ECO:0000305|PubMed:15995708}.; FUNCTION: (Microbial infection) Alternative coreceptor with CD4 for HIV-1 infection. {ECO:0000269|PubMed:9789057}.",,,C-C chemokine binding [GO:0019957]; C-C chemokine receptor activity [GO:0016493]; CCR2 chemokine receptor binding [GO:0031727]; chemokine (C-C motif) ligand 12 binding [GO:0035716]; chemokine (C-C motif) ligand 2 binding [GO:0035715]; chemokine (C-C motif) ligand 7 binding [GO:0035717]; chemokine receptor activity [GO:0004950]; identical protein binding [GO:0042802],"DISEASE: Polycystic lung disease (PCLUD) [MIM:219600]: An autosomal recessive disease characterized by pulmonary alveolar proteinosis, marked peribronchovascular and parenchymal lymphocytosis, peribronchiolar pulmonary fibrosis, progressive diffuse parenchymal lung cyst formation and enlargement, progressive obstructive airflow limitation, and recurrent secondary infections. Additional features may include digital clubbing, allergies, and atopic dermatitis. {ECO:0000269|PubMed:38157855}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL4015;
CCR5,O00421,C-C chemokine receptor-like 2 (Chemokine receptor CCR11) (Chemokine receptor X) (Putative MCP-1 chemokine receptor),CCR11 CCR6 CKRX CRAM HCR,"FUNCTION: Receptor for CCL19 and chemerin/RARRES2. Does not appear to be a signaling receptor, but may have a role in modulating chemokine-triggered immune responses by capturing and internalizing CCL19 or by presenting RARRES2 ligand to CMKLR1, a functional signaling receptors. Plays a critical role for the development of Th2 responses.",,,C-C chemokine binding [GO:0019957]; C-C chemokine receptor activity [GO:0016493]; CCR chemokine receptor binding [GO:0048020]; chemokine receptor activity [GO:0004950]; chemokine receptor binding [GO:0042379],,CHEMBL2321627;
CCR5,P51677,C-C chemokine receptor type 3 (C C CKR3) (C-C CKR-3) (CC-CKR-3) (CCR-3) (CCR3) (CKR 3) (CKR3) (Eosinophil eotaxin receptor) (CD antigen CD193),CMKBR3,"FUNCTION: Receptor for C-C type chemokine. Binds and responds to a variety of chemokines, including CCL11, CCL26, CCL7, CCL13, RANTES(CCL5) and CCL15 (PubMed:7622448, PubMed:8642344, PubMed:8676064). Subsequently transduces a signal by increasing the intracellular calcium ions level (PubMed:8676064). In addition acts as a possible functional receptor for NARS1 (PubMed:30171954). {ECO:0000269|PubMed:30171954, ECO:0000269|PubMed:7622448, ECO:0000269|PubMed:8642344, ECO:0000269|PubMed:8676064}.; FUNCTION: (Microbial infection) Alternative coreceptor with CD4 for HIV-1 infection. {ECO:0000269|PubMed:9789057}.",,,C-C chemokine binding [GO:0019957]; C-C chemokine receptor activity [GO:0016493]; chemokine receptor activity [GO:0004950],,CHEMBL3473;
CCR5,P23458,Tyrosine-protein kinase JAK1 (EC 2.7.10.2) (Janus kinase 1) (JAK-1),JAK1A JAK1B,"FUNCTION: Tyrosine kinase of the non-receptor type, involved in the IFN-alpha/beta/gamma signal pathway (PubMed:16239216, PubMed:28111307, PubMed:32750333, PubMed:7615558, PubMed:8232552). Kinase partner for the interleukin (IL)-2 receptor (PubMed:11909529) as well as interleukin (IL)-10 receptor (PubMed:12133952). Kinase partner for the type I interferon receptor IFNAR2 (PubMed:16239216, PubMed:28111307, PubMed:32750333, PubMed:7615558, PubMed:8232552). In response to interferon-binding to IFNAR1-IFNAR2 heterodimer, phosphorylates and activates its binding partner IFNAR2, creating docking sites for STAT proteins (PubMed:7759950). Directly phosphorylates STAT proteins but also activates STAT signaling through the transactivation of other JAK kinases associated with signaling receptors (PubMed:16239216, PubMed:32750333, PubMed:8232552). {ECO:0000269|PubMed:11909529, ECO:0000269|PubMed:12133952, ECO:0000269|PubMed:16239216, ECO:0000269|PubMed:28111307, ECO:0000269|PubMed:32750333, ECO:0000269|PubMed:7615558, ECO:0000269|PubMed:7657660, ECO:0000269|PubMed:8232552}.","ACT_SITE 1003; /note=""Proton acceptor""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000255|PROSITE-ProRule:PRU10028""",,ATP binding [GO:0005524]; CCR5 chemokine receptor binding [GO:0031730]; growth hormone receptor binding [GO:0005131]; histone H2AXY142 kinase activity [GO:0140801]; histone H3Y41 kinase activity [GO:0035401]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activity [GO:0004713]; ubiquitin protein ligase binding [GO:0031625],"DISEASE: Autoinflammation, immune dysregulation, and eosinophilia (AIIDE) [MIM:618999]: An autosomal dominant disorder characterized by immune dysregulation, severe atopic dermatitis, and chronic gastrointestinal inflammation. Additional features include asthma, food or environmental allergies, as well as poor overall growth with short stature. {ECO:0000269|PubMed:28111307, ECO:0000269|PubMed:32750333}. Note=The disease is caused by variants affecting the gene represented in this entry.",CHEMBL2835;
CCR5,P61073,C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184),,"FUNCTION: Receptor for the C-X-C chemokine CXCL12/SDF-1 that transduces a signal by increasing intracellular calcium ion levels and enhancing MAPK1/MAPK3 activation (PubMed:10452968, PubMed:18799424, PubMed:24912431, PubMed:28978524). Involved in the AKT signaling cascade (PubMed:24912431). Plays a role in regulation of cell migration, e.g. during wound healing (PubMed:28978524). Acts as a receptor for extracellular ubiquitin; leading to enhanced intracellular calcium ions and reduced cellular cAMP levels (PubMed:20228059). Binds bacterial lipopolysaccharide (LPS) et mediates LPS-induced inflammatory response, including TNF secretion by monocytes (PubMed:11276205). Involved in hematopoiesis and in cardiac ventricular septum formation. Also plays an essential role in vascularization of the gastrointestinal tract, probably by regulating vascular branching and/or remodeling processes in endothelial cells. Involved in cerebellar development. In the CNS, could mediate hippocampal-neuron survival (By similarity). {ECO:0000250|UniProtKB:P70658, ECO:0000269|PubMed:10074102, ECO:0000269|PubMed:10452968, ECO:0000269|PubMed:10644702, ECO:0000269|PubMed:10825158, ECO:0000269|PubMed:11276205, ECO:0000269|PubMed:17197449, ECO:0000269|PubMed:18799424, ECO:0000269|PubMed:20048153, ECO:0000269|PubMed:20228059, ECO:0000269|PubMed:20505072, ECO:0000269|PubMed:24912431, ECO:0000269|PubMed:28978524, ECO:0000269|PubMed:8752280, ECO:0000269|PubMed:8752281}.; FUNCTION: (Microbial infection) Acts as a coreceptor (CD4 being the primary receptor) for human immunodeficiency virus-1/HIV-1 X4 isolates and as a primary receptor for some HIV-2 isolates. Promotes Env-mediated fusion of the virus (PubMed:10074122, PubMed:10756055, PubMed:8849450, PubMed:8929542, PubMed:9427609). {ECO:0000269|PubMed:10074122, ECO:0000269|PubMed:10756055, ECO:0000269|PubMed:8849450, ECO:0000269|PubMed:8929542, ECO:0000269|PubMed:9427609}.",,,actin binding [GO:0003779]; C-C chemokine binding [GO:0019957]; C-C chemokine receptor activity [GO:0016493]; C-X-C chemokine receptor activity [GO:0016494]; C-X-C motif chemokine 12 receptor activity [GO:0038147]; coreceptor activity [GO:0015026]; G protein-coupled receptor activity [GO:0004930]; myosin light chain binding [GO:0032027]; small molecule binding [GO:0036094]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]; virus receptor activity [GO:0001618],"DISEASE: WHIM syndrome 1 (WHIMS1) [MIM:193670]: An autosomal dominant immunologic disease characterized by neutropenia, hypogammaglobulinemia and extensive human papillomavirus (HPV) infection. Despite the peripheral neutropenia, bone marrow aspirates from affected individuals contain abundant mature myeloid cells, a condition termed myelokathexis. {ECO:0000269|PubMed:12692554, ECO:0000269|PubMed:15536153}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=CXCR4 mutations play a role in the pathogenesis of Waldenstroem macroglobulinemia (WM) and influence disease presentation and outcome, as well as response to therapy. WM is a B-cell lymphoma characterized by accumulation of malignant lymphoplasmacytic cells in the bone marrow, lymph nodes and spleen, and hypersecretion of monoclonal immunoglobulin M (IgM). Excess IgM production results in serum hyperviscosity, tissue infiltration, and autoimmune-related pathology. {ECO:0000269|PubMed:24366360, ECO:0000269|PubMed:24553177}.",CHEMBL2107;
CHRFAM7A,Q494W8,CHRNA7-FAM7A fusion protein (CHRNA7-DR1) (D-10),,,,,acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888],,
CHRFAM7A,P36544,Neuronal acetylcholine receptor subunit alpha-7,NACHRA7,"FUNCTION: After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane. The channel is blocked by alpha-bungarotoxin.",,,acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; amyloid-beta binding [GO:0001540]; calcium channel activity [GO:0005262]; chloride channel regulator activity [GO:0017081]; monoatomic ion channel activity [GO:0005216]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643],,CHEMBL2492;
CHRFAM7A,H3BPP0,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,,,,,extracellular ligand-gated monoatomic ion channel activity [GO:0005230]; ion channel inhibitor activity [GO:0008200]; transmembrane signaling receptor activity [GO:0004888],,
CHRFAM7A,A0A0G2JMC1,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,,,,,extracellular ligand-gated monoatomic ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888],,
CHRFAM7A,A0A0A6YYA8,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,,,,,extracellular ligand-gated monoatomic ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888],,
CHRFAM7A,A0A0G2JNX5,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,,,,,extracellular ligand-gated monoatomic ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888],,
CRP,P02741,C-reactive protein [Cleaved into: C-reactive protein(1-205)],PTX1,"FUNCTION: Displays several functions associated with host defense: it promotes agglutination, bacterial capsular swelling, phagocytosis and complement fixation through its calcium-dependent binding to phosphorylcholine. Can interact with DNA and histones and may scavenge nuclear material released from damaged circulating cells.",,,calcium ion binding [GO:0005509]; choline binding [GO:0033265]; complement component C1q complex binding [GO:0001849]; identical protein binding [GO:0042802]; low-density lipoprotein particle binding [GO:0030169]; low-density lipoprotein particle receptor binding [GO:0050750],,
CRP,P50238,Cysteine-rich protein 1 (CRP-1) (Cysteine-rich heart protein) (CRHP) (hCRHP) (Cysteine-rich intestinal protein) (CRIP),CRIP CRP1,FUNCTION: Seems to have a role in zinc absorption and may function as an intracellular zinc transport protein.,,,peptide binding [GO:0042277]; zinc ion binding [GO:0008270],,
CRP,O00602,Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin),FCNM,"FUNCTION: Extracellular lectin functioning as a pattern-recognition receptor in innate immunity. Binds the sugar moieties of pathogen-associated molecular patterns (PAMPs) displayed on microbes and activates the lectin pathway of the complement system. May also activate monocytes through a G protein-coupled receptor, FFAR2, inducing the secretion of interleukin-8/IL-8 (PubMed:21037097). Binds preferentially to 9-O-acetylated 2-6-linked sialic acid derivatives and to various glycans containing sialic acid engaged in a 2-3 linkage. {ECO:0000269|PubMed:20032467, ECO:0000269|PubMed:21037097}.",,,antigen binding [GO:0003823]; carbohydrate binding [GO:0030246]; carbohydrate derivative binding [GO:0097367]; G protein-coupled receptor binding [GO:0001664]; metal ion binding [GO:0046872]; pattern recognition receptor activity [GO:0038187]; sialic acid binding [GO:0033691]; signaling receptor binding [GO:0005102],,
CRP,P52943,Cysteine-rich protein 2 (CRP-2) (Protein ESP1),CRP2,,,,zinc ion binding [GO:0008270],,
CRP,P21291,Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP) (CRP1) (Epididymis luminal protein 141) (HEL-141),CSRP CYRP,FUNCTION: Could play a role in neuronal development.,,,actinin binding [GO:0042805]; RNA binding [GO:0003723]; structural constituent of muscle [GO:0008307]; zinc ion binding [GO:0008270],,CHEMBL4295728;
CRP,Q92496,Complement factor H-related protein 4 (FHR-4),CFHL4 FHR4,FUNCTION: Involved in complement regulation. Can associate with lipoproteins and may play a role in lipid metabolism.,,,complement component C3b binding [GO:0001851]; lipid transporter activity [GO:0005319],,
CRP,Q02985,Complement factor H-related protein 3 (FHR-3) (DOWN16) (H factor-like protein 3),CFHL3 FHR3,FUNCTION: Might be involved in complement regulation.,,,complement component C3b binding [GO:0001851],"DISEASE: Hemolytic uremic syndrome, atypical, 1 (AHUS1) [MIM:235400]: An atypical form of hemolytic uremic syndrome. It is a complex genetic disease characterized by microangiopathic hemolytic anemia, thrombocytopenia, renal failure and absence of episodes of enterocolitis and diarrhea. In contrast to typical hemolytic uremic syndrome, atypical forms have a poorer prognosis, with higher death rates and frequent progression to end-stage renal disease. {ECO:0000269|PubMed:17367211}. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry. A deletion encompassing CFHR1 and CFHR3 is associated with an increased risk of atypical hemolytic uremic syndrome, likely due to a defective regulation of complement activation (PubMed:17367211). Some patients carrying the deletion have serum anti-CFH autoantibodies (PubMed:18006700). {ECO:0000269|PubMed:17367211, ECO:0000269|PubMed:18006700}.",
